
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,
21,,,0,,,,,,
22,,,0,,,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,1.06,10.6,#N/A,69,,,,
5%,Yield Qty,1.0,10.1,Per Kg,7,,,,


Tadka Macaroni (Yellow),,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,24,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Macroni Pasta,0.4,9.6,109,1046,"1. Heat oil in a kadhai and add garlic paste. Saute.
2. Add sliced oniom and cook till traslucent adn then add all the vegetables.
3. Cook or 2-3 inutes and then add all the spices.
4. Add boiled and strained macroni and cook till it coats with the masala.
5. Adjust seasoning and serve .",,,
2,Refined Oil Mahakosh,0.05,1.2,114,137,,,,
3,Veg Garlic Paste,0.01,0.24,209,50,,,,
4,Everest Haldi Powder,0.005,0.12,188,23,,,,
5,Veg Carrot Cut,0.1,2.4,28,66,,,,
6,Veg Red Onion Chopped,0.1,2.4,34,81,,,,
7,Veg Carrot Cut,0.03,0.72,28,20,,,,
8,Green Peas Frozen Safal,0.03,0.72,77,55,,,,
9,Onion Tomato Masala,0.1,2.4,58,139,,,,
10,Salt Tata,0.007,0.168,28,5,,,,
11,Water For Cooking,0.23,5.52,1,6,,,,
12,Veg Capsicum Green Cleaned ,0.05,1.2,59,71,,,,
13,,,0,#N/A,,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.11,26.7,#N/A,1697,,,,
5%,Yield Qty,1.1,25.4,Per Kg,67,,,,


Kachori Dough,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Maida,0.6,6.2,47,289,,,,
2,Refined Oil Mahakosh,0.1,0.6,114,70,,,,
3,Salt Tata,0.0,0.2,28,4,,,,
4,Water For Cooking,0.3,3.1,1,3,,,,
5,,,0,#N/A,,,,,
6,,,0,#N/A,,,,,
7,,,0,#N/A,,,,,
8,,,0,#N/A,,,,,
9,,,0,#N/A,,,,,
10,,,0,#N/A,,,,,
11,,,0,#N/A,,,,,
12,,,0,#N/A,,,,,
13,,,0,#N/A,,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.00,10.0,#N/A,367,,,,
0%,Yield Qty,1.0,10.0,Per Kg,37,,,,


Misal Pav,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,33,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Dessicated Coconut,0.04,1.32,300,396,"1 Take a cooker put green moong sproute boield well
2 Take a pan heart the oil add all mention whole masala..and curry leaves 
3 then put chop onion mix well add ginger garlic paste theny soutey well
4 add chop tomato mix well add deegi mirch corinder powder mix well then add boiled moong sproute cook well  
5 garnish with chop corinder leaves ",,,
2,Everest Haldi Powder,0.01,0.33,188,62,,,,
3,Spice Cinnamon Stick (Whole),0.01,0.33,303,100,,,,
4,Spice Whole Red Chilli Thin,0.005,0.165,330,54,,,,
5,Spices Dhaniya Whole,0.03,0.99,144,143,,,,
6,Spice Jeera (Cumin) Whole,0.003,0.099,632,63,,,,
7,Spice Tej Patta (Bay Leaf),0.005,0.165,168,28,,,,
8,Refined Oil Mahakosh,0.1,3.3,114,376,,,,
9,Spice Mustard Seed Black (Rai),0.005,0.165,118,19,,,,
10,Veg Curry Leaves,0.005,0.165,90,15,,,,
11,Veg Red Onion Chopped,0.13,4.29,34,144,,,,
12,Veg Tomato Chopped,0.13,4.29,23,98,,,,
13,Sprouted Moongbeans,0.25,8.25,0,0,,,,
14,Water For Cooking,0.45,14.85,1,15,,,,
15,Veg Coriander Chopped,0.02,0.66,54,36,,,,
16,Salt Tata,0.04,1.32,28,37,,,,
17,Spice Deggi Mirch Mdh,0.01,0.33,949,313,,,,
18,Veg Garlic Peeled/Chopped,0.008,0.264,209,55,,,,
19,,,0,,,,,,
20,,,0,,0,Photo,,,
21,,,0,,0,,,,
22,,,0,,0,,,,
23,,,0,,0,,,,
24,,,0,,0,,,,
25,,,0,,0,,,,
Total Qty,,1.25,41.3,#N/A,1954,,,,
15%,Yield Qty,1.1,35.1,Per Kg,56,,,,


Samosa Filling,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,390,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,390
1,Veg Potato Peeled,0.02,9,,,"1 In a pan add coriander seeds, cumin seeds, fennel seeds and roast them lightly.
2 Transfer them into a motor-pastel and crush them coarsely and keep aside for further use.
3 In a pan add ghee, ginger, garlic, green chillies and saute for a minute.
Now add raisins, turmeric powder, degi red chilli powder, asafoetida, potatoes, green peas and mash it coarsely, mix everything properly and cover and cook for 4-5 minutes on medium heat.
4 Now remove the cover and cook on high flames for until light charred.
5 Add the prepared masala, black pepper powder, dry Mango powder, salt and mix everything properly. And keep aside for further use.",,,9
2,Green Peas Frozen Safal,0.00,1,,,,,,1
3,Broken Cashew Kaju (1X4),0.00,0.02,,,,,,0.02
4,Dryfruit - Kismis (Raisin),0.00,0.02,,,,,,0.02
5,Malai Paneer,0.00,0.02,,,,,,0.02
6,Salt Black,0.00,0.02,,,,,,0.02
7,Spices Dhaniya Whole,0.00,0.05,,,,,,0.05
8,Spice Jeera (Cumin) Whole,0.00,0.05,,,,,,0.05
9,Veg Paste Ginger Garlic,0.00,0.01,,,,,,0.01
10,Veg Green Chilli Chopped,0.00,0.1,,,,,,0.1
11,Everest Dhaniya Powder,0.00,0.1,,,,,,0.1
12,Everest Haldi Powder,0.00,0.02,,,,,,0.02
13,Super Garam Masala Catch,0.00,0.05,,,,,,0.05
14,Spice Chilli Powder Kashmiri Catch,0.00,0.02,,,,,,0.02
15,Veg Coriander Chopped,0.00,0.1,,,,,,0.1
16,Everest Hing Powder,0.00,0.06,,,,,,0.06
17,Spice Chat Masala Mdh,0.00,0.02,,,,,,0.02
18,Refined Oil Mahakosh,0.00,0.5,,,,,,0.5
19,Spice Aamchur Powder Eastmade,0.00,0.00,,,,,,0.05
20,,,0,,,Photo,,,
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
Total Qty,,0.03,2.2,#N/A,0,,,,
8%,Yield Qty,0.0,10.3,Per Kg,0,,,,


Chicken Keema,,,,,,,,,
Video Link,Rounak,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Chicken Breast Boneless,0.45,4.50,190,855,"1. For this recipe make sure that you use hand minced mutton keema which is not minced finely, it needs to be very coarse for the right texture.
2. Add the minced meat into a large bowl followed by salt, turmeric powder & all the remaining ingredients of the marinade & mix well with the mutton, set the mutton aside & let it marinate until you cook the base masala, you can also marinate the mutton overnight or for a couple of hours.
3. To make the masala set a pan over high heat, add oil & once the oil gets hot add in the cumin seeds along with the chopped onions, stir well & cook until the onions turn golden brown.
4. Once the onions turn light golden brown add in the ginger garlic chilli paste, stir & continue to cook until the onions turn golden brown.
5.Then lower the flame & add all the powdered spices, stir & immediately add a splash of hot water then stir & cook over high flame until the oil gets separated, this process will take 3-4 minutes.
6. Further add the chopped tomatoes, coriander stems & salt, stir well & cook over high flame for 10-12 minutes until the tomatoes get cooked & the oil separates again, your base masala for mutton keema is ready.
7. Now to cook the mutton keema set a pressure cooker over high heat & add in the oil, ghee & let it get hot.
8. Further add in all the whole spices along with green chilli & the marinated mutton keema, stir well & cook over high flame for 5-6 minutes until the meats releases its moisture.
9. Then add the cooked base masala & mix it well with the keema, then put the lid on & cook the mutton for 1 whistle over high flame & then for 2-3 more whistles over low flame.
10 Once cooked switch off the flame & let the cooker de-pressurize naturally then open the lid & stir the mutton well, if the keema hasn’t cooked then you can cook for 1-2 more whistles.
11. Switch on the flame to high & add in the garam masala, black pepper powder, roasted kasuri methi powder, green chilli, fresh coriander & ghee, stir well & cook for the final 2-3 minutes.",,,
2,Salt Tata,0.005,0.05,28,1,,,,
3,Everest Haldi Powder,0.005,0.05,188,9,,,,
4,Spice Kashmiri Chilli Paste (Bedgi),0.025,0.25,270,68,,,,
5,Veg Paste Ginger Garlic,0.025,0.25,90,23,,,,
6,Veg Green Chilli Chopped,0.005,0.05,53,3,,,,
7,Curd,0.1,1.00,70,70,,,,
8,Veg Coriander Chopped,0.005,0.05,54,3,,,,
9,Veg Mint Chopped,0.005,0.05,120,6,,,,
10,Refined Oil Mahakosh,0.025,0.25,114,29,,,,
11,Veg Red Onion Chopped,0.1,1.00,34,34,,,,
12,Cumin Powder ( Jeera Powder),0.0025,0.03,430,11,,,,
13,Veg Tomato Chopped,0.05,0.50,23,11,,,,
14,Everest Dhaniya Powder,0.015,0.15,170,26,,,,
15,Cumin Powder ( Jeera Powder),0.0025,0.03,430,11,,,,
16,Veg Coriander Chopped,0.005,0.05,54,3,,,,
17,Spice Garam Masala Whole,0.0025,0.03,1280,32,,,,
18,Super Garam Masala Catch,0.0025,0.03,326,8,,,,
19,Spice Kasturi Methi Catch,0.0025,0.03,670,17,,,,
20,Chicken Stock,0.4,4,#REF!,#REF!,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.23,12.3,#N/A,#REF!,,,,
12%,Yield Qty,1.1,10.8,Per Kg,#REF!,,,,


Aloo Bread Roll Filling,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,0.02,0.2,114,23,"1. In a pan, Add oil, add chopped ginger, chopped green chillies, chopped onions and saute well. Donot brown the onions. Add grated boiled potatoes, boiled carrot bruniose, chopped capsicum and grated paneer. 
2. Add salt, oregano, chilli powder, cumin pwdr, black pepper and saute the mixture well. Remove from the bowl and cool the mixture.
3. Add chopped coriander & grated processed cheese and set aside.",,,
2,Veg Ginger Chopped,0.014,0.14,145,20,,,,
3,Veg Green Chilli Chopped,0.01,0.1,53,5,,,,
4,Veg Red Onion Chopped,0.1,1,34,34,,,,
5,Veg Potato Peeled,0.4,4,17,69,,,,
6,Veg Carrot Cut,0.08,0.8,28,22,,,,
7,Veg Capsicum Green Cleaned ,0.06,0.6,59,35,,,,
8,Malai Paneer,0.05,0.5,230,115,,,,
9,Salt Tata,0.01,0.1,28,3,,,,
10,Oregano Dry Sarwar,0.002,0.02,171,3,,,,
11,Red Chilli Powder Eastmade,0.002,0.02,357,7,,,,
12,Spice Black Pepper Powder,0.002,0.02,895,18,,,,
13,Veg Coriander Chopped,0.012,0.12,54,6,,,,
14,Cumin Powder ( Jeera Powder),0.01,0.1,430,43,,,,
15,,,,,,,,,
16,,,0,,,,,,
17,,,0,,,,,,
18,,,0,,,,,,
19,,,0,,,,,,
20,,,0,,,Photo,,,
21,,,0,,,,,,
22,,,0,,,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,0.77,7.7,#N/A,404,,,,
0%,Yield Qty,0.8,7.7,Per Kg,52,,,,


Corn Chaat,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,20,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Veg American Corn Frozen,0.53,10.7,,,"1. Boil the corn, strain and cool with cold water.
2. Chop all ingredients and add to the corn.
3. Mix in all the spices and add lemon juice.
4. Garnish with chopped coriander",,,
2,Veg Red Onion Chopped,0.20,4.0,,,,,,
3,Veg Tomato Chopped,0.13,2.7,,,,,,
4,Raw Mango,0.01,0.3,,,,,,
5,Veg Capsicum Green Cleaned ,0.07,1.3,,,,,,
6,Spice Chat Masala Mdh,0.00,0.1,,,,,,
7,Salt Tata,0.00,0.1,,,,,,
8,Veg Lemon Juice,0.02,0.4,,,,,,
9,Veg Coriander Chopped,0.02,0.4,,,,,,
10,Pomegranate,0.03,0.7,,,,,,
11,Spice Black Pepper Powder,0.00,0.1,,,,,,
12,Refined Oil Mahakosh,0.00,0.1,,,,,,
13,,,0.0,,,,,,
#REF!,,,0,,,Photo,,,
#REF!,,,0,,,,,,
#REF!,,,0,,,,,,
#REF!,,,0,,,,,,
#REF!,,,0,,,,,,
#REF!,,,0,,,,,,
Total Qty,,1.03,20.7,#N/A,0,,,,
0%,Yield Qty,1.0,20.7,Per Kg,0,,,,


Boiled Butter Corn,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,33,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Veg American Corn Frozen,0.89,29.2,77,2252,"1. Boil the corn till they are soft and then strain and cool.
2. Add all ingredients and mix together. ",,,
2,Amul Butter Salted,0.05,1.7,480,802,,,,
3,Veg Lemon Juice,0.04,1.3,109,136,,,,
4,Spice Chat Masala Mdh,0.01,0.4,405,169,,,,
5,Salt Tata,0.01,0.2,28,6,,,,
6,Spice Black Pepper Powder,0.01,0.2,895,187,,,,
7,,,0,#N/A,,,,,
#REF!,,,0,#N/A,,Photo,,,
#REF!,,,0,#N/A,,,,,
#REF!,,,0,#N/A,,,,,
#REF!,,,0,#N/A,,,,,
#REF!,,,0,#N/A,,,,,
#REF!,,,0,#N/A,,,,,
Total Qty,,1.00,33.0,#N/A,3552,,,,
0%,Yield Qty,1.0,33.0,Per Kg,108,,,,


Dabeli Masala,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,#N/A,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Veg Potato Peeled,,#N/A,17,#N/A,,,,
2,Chilli Green,,#N/A,50,#N/A,,,,
3,Peanut,,#N/A,222,#N/A,,,,
4,Spice Mustard Seed Black (Rai),,#N/A,118,#N/A,,,,
5,Veg Curry Leaves,,#N/A,90,#N/A,,,,
6,Oil Mustard Ltr,,#N/A,147,#N/A,,,,
7,,,#N/A,#N/A,#N/A,,,,
#REF!,,,#N/A,#N/A,,Photo,,,
#REF!,,,#N/A,#N/A,,,,,
#REF!,,,#N/A,#N/A,,,,,
#REF!,,,#N/A,#N/A,,,,,
#REF!,,,#N/A,#N/A,,,,,
#REF!,,,#N/A,#N/A,,,,,
Total Qty,,0.00,#N/A,#N/A,#N/A,,,,
0%,Yield Qty,0.0,#N/A,Per Kg,#N/A,,,,



Matar Hing Kachori,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,3,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Matar Kachori Filling,0.020,0.06,0,0,,,,
2,Kachori Dough,0.030,0.09,0,0,,,,
3,Refined Oil Mahakosh,0.010,0.03,114,3,,,,
4,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,,,,,,,,,
8,,,,,,,,,
9,,,,,,,,,
10,,,,,,,,,
11,,,,,,,,,
12,,,,,,,,,
13,,,,,,,,,
14,,,,,,,,,
15,,,,,,,,,
16,,,,,,,,,
17,,,,,,,,,
18,,,,,,,,,
19,,,,,,,,,
20,,,,,,Photo,,,
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
Total Qty,,0.06,0.2,#N/A,3,,,,
50%,Yield Qty,-0.2,-0.6,Per Kg,1.1,,,,


Matar Kachori Filling,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,380,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,380
1,Green Peas Frozen Safal,0.01,5.0,77,385,"For the filling
1. Boil and strain the peas.
2. Heat oil in a pan, add oil, hing, saunf , green chili and sute.
3. Add roughly mashed peas and all the spices in to the mix and cook for a while.
4. Knead a dough with maida, oil., salt, and water and break into 40 gram balls. 
5. Flatten and fill with the peas filling and seal. 
6. Deep fry till  puffed and golden brown.	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		",,,5
2,Veg Green Chilli Chopped,0.53,202.7,53,10701,,,,0.02
3,Veg Ginger Chopped,0.20,76.0,145,11035,,,,0.02
4,Refined Oil Mahakosh,0.13,50.7,114,5776,,,,0.65
5,Everest Hing Powder,0.01,5.1,#N/A,#N/A,,,,0.02
6,Spice Fennel Seed (Saunf),0.07,25.3,381,9652,,,,0.1
7,Everest Dhaniya Powder,0.00,1.3,170,215,,,,0.1
8,Besan,0.00,1.3,107,136,,,,0.5
9,Everest Haldi Powder,0.02,7.6,188,1429,,,,0.01
10,Salt Tata,0.02,7.6,28,213,,,,0.1
11,Spices Dhaniya Whole,0.03,12.7,144,1824,,,,0.01
12,Spice Jeera (Cumin) Whole,0.00,1.3,632,801,,,,0.01
13,,,,#N/A,,,,,
14,,,,#N/A,,,,,
15,,,,#N/A,,,,,
16,,,,#N/A,,,,,
17,,,,#N/A,,,,,
18,,,,#N/A,,,,,
19,,,,#N/A,,,,,
20,,,,#N/A,,Photo,,,
21,,,,#N/A,,,,,
22,,,,#N/A,,,,,
23,,,,#N/A,,,,,
24,,,,#N/A,,,,,
25,,,,#N/A,,,,,
Total Qty,,0.00,0.0,#N/A,#N/A,,,,
10%,Yield Qty,1.0,390.0,Per Kg,#N/A,,,,


Sabji for kachori,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,25,20,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Veg Potato Peeled,12,240,17,4140,"1 Take a handi put oil and hert put whole jeera hing curry leaves 
2  Then add chop onion fry well then add ginger garlic paste..
3  then add haldi deggi mirch corinder powder kitchen king black salt jeera powder..
4  then add tomato gravy then add salt and water and cook well 
5  then put boield potato mix well and cook well 
6  sarve with chop corinder leaves",,,
2,Refined Oil Mahakosh,0.6,12,114,1368,,,,
3,Spice Jeera (Cumin) Whole,0.05,1,632,632,,,,
4,Bharat Hing,0.05,1,#N/A,#N/A,,,,
5,Tomato Puree Fresh,8,160,31,4960,,,,
6,Spice Deggi Mirch Mdh,0.025,0.5,949,475,,,,
7,Everest Dhaniya Powder,0.05,1,170,170,,,,
8,Cumin Powder ( Jeera Powder),0.05,1,430,430,,,,
9,Spice Kitchen King Masala,0.05,1,500,500,,,,
10,Salt Black,0.03,0.6,85,51,,,,
11,Salt Tata,0.15,3,28,84,,,,
12,Super Garam Masala Catch,0.025,0.5,326,163,,,,
13,Veg Coriander Chopped,0.05,1,54,54,,,,
14,Water For Cooking,4,80,1,80,,,,
15,Everest Haldi Powder,0.05,1,188,188,,,,
16,Red Chilli Powder Eastmade,0.025,0.5,357,179,,,,
17,,,0,,,,,,
18,,,0,,,,,,
19,,,0,,,,,,
20,,,0,,,Photo,,,
21,,,0,,,,,,
22,,,0,,,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,25.21,504.1,#N/A,#N/A,,,,
8%,Yield Qty,23.2,463.8,Per Kg,#N/A,,,,

 Kachori ,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,380,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,380
1,Maida,0.88,334.40,47,15717,"For the filling
1. Boil and strain the peas.
2. Heat oil in a pan, add oil, hing, saunf , green chili and sute.
3. Add roughly mashed peas and all the spices in to the mix and cook for a while.
4. Knead a dough with maida, oil., salt, and water and break into 40 gram balls. 
5. Flatten and fill with the peas filling and seal. 
6. Deep fry till  puffed and golden brown.	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		",,,6.5
2,Desi Ghee,0.01,3.80,422,1604,,,,
3,Refined Oil Mahakosh,0.01,1.90,114,217,,,,
4,Amul Butter Salted,0.07,26.60,480,12768,,,,
5,Salt Tata,0.01,2.28,28,64,,,,
6,Spice Fennel Seed (Saunf),0.00,1.52,381,579,,,,
7,Everest Dhaniya Powder,0.01,3.80,170,646,,,,
8,Besan,0.03,11.40,107,1220,,,,
9,Everest Haldi Powder,0.00,1.14,188,214,,,,
10,Salt Tata,0.01,2.28,28,64,,,,
11,Spices Dhaniya Whole,0.01,5.43,144,782,,,,
12,Spice Jeera (Cumin) Whole,0.01,5.43,632,3431,,,,
13,,,0.0,#N/A,,,,,
14,,,0.0,#N/A,,,,,
15,,,0.0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.05,400.0,#N/A,37304,,,,
5%,Yield Qty,1.0,380.0,Per Kg,98,,,,

 Kachori ,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,380,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,380
1,Maida,0.02,6.50,47,306,"1 Mix all the ingredients in a bowl and knead well until soft.
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                
                ",,,6.5
2,Desi Ghee,1.71,650.00,422,274300,,,,650
3,Refined Oil Mahakosh,1.71,650.00,114,74100,,,,650
4,Salt Tata,0.08,30.00,28,840,,,,30
5,Water For Cooking,0.01,3.50,1,4,,,,3.5
6,,,0.00,#N/A,#N/A,,,,
7,,,0.00,#N/A,#N/A,,,,
8,,,0.00,#N/A,#N/A,,,,
9,,,0.00,#N/A,#N/A,,,,
10,,,0.00,#N/A,#N/A,,,,
11,,,0.00,#N/A,#N/A,,,,
12,,,0.00,#N/A,#N/A,,,,
13,,,0.0,#N/A,,,,,
14,,,0.0,#N/A,,,,,
15,,,0.0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,3.53,1340.0,#N/A,#N/A,,,,
5%,Yield Qty,3.4,1273.0,Per Kg,#N/A,,,,

jodhpuri  Samosa,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,390,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,390
1,Veg Potato Peeled,0.02,9,,,"1 In a pan add coriander seeds, cumin seeds, fennel seeds and roast them lightly.
2 Transfer them into a motor-pastel and crush them coarsely and keep aside for further use.
3 In a pan add ghee, ginger, garlic, green chillies and saute for a minute.
Now add raisins, turmeric powder, degi red chilli powder, asafoetida, potatoes, green peas and mash it coarsely, mix everything properly and cover and cook for 4-5 minutes on medium heat.
4 Now remove the cover and cook on high flames for until light charred.
5 Add the prepared masala, black pepper powder, dry Mango powder, salt and mix everything properly. And keep aside for further use.",,,9
2,Green Peas Frozen Safal,0.00,1,,,,,,1
3,Broken Cashew Kaju (1X4),0.00,0.02,,,,,,0.02
4,Dryfruit - Kismis (Raisin),0.00,0.02,,,,,,0.02
5,Malai Paneer,0.00,0.02,,,,,,0.02
6,Salt Black,0.00,0.02,,,,,,0.02
7,Spices Dhaniya Whole,0.00,0.05,,,,,,0.05
8,Spice Jeera (Cumin) Whole,0.00,0.05,,,,,,0.05
9,Veg Paste Ginger Garlic,0.00,0.01,,,,,,0.01
10,Veg Green Chilli Chopped,0.00,0.1,,,,,,0.1
11,Everest Dhaniya Powder,0.00,0.1,,,,,,0.1
12,Everest Haldi Powder,0.00,0.02,,,,,,0.02
13,Super Garam Masala Catch,0.00,0.05,,,,,,0.05
14,Spice Chilli Powder Kashmiri Catch,0.00,0.02,,,,,,0.02
15,Veg Coriander Chopped,0.00,0.1,,,,,,0.1
16,Everest Hing Powder,0.00,0.06,,,,,,0.06
17,Spice Chat Masala Mdh,0.00,0.02,,,,,,0.02
18,Refined Oil Mahakosh,0.00,0.5,,,,,,0.5
19,Spice Aamchur Powder Eastmade,0.00,0.00,,,,,,0.05
20,Veg Red Onion Chopped,0.01,0.00,,,Photo,,,3
21,Spice Deggi Mirch Mdh,0.00,0.00,,,,,,0.04
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
Total Qty,,0.04,2.2,#N/A,0,,,,
8%,Yield Qty,0.0,13.1,Per Kg,0,,,,



















































































































































































Malvani Masala,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Spice Deggi Mirch Mdh,0.6,6.00,949,5694,"1. In a pan roast, coriander seeds, cloves, methi seeds, mace, saunf, poppy seeds, cumin seeds, bayleaf, dagadphool, elaichi, badi elaichi, nutmeg, shahi jeera, cinnamon, kali mirch, star anise.
2. Mix this masala with deggi mirch and set aside",,,
2,Spices Dhaniya Whole,0.1,1.00,144,144,,,,
3,Spice Laung (Cloves),0.02,0.20,1244,249,,,,
4,Spice Mustard Seed Black (Rai),0.02,0.20,118,24,,,,
5,Everest Haldi Powder,0.02,0.20,188,38,,,,
6,Javitri,0.02,0.20,2221,444,,,,
7,Spice Fennel Seed (Saunf),0.02,0.20,381,76,,,,
8,Poppy Seeds,0.02,0.20,1775,355,,,,
9,Spice Jeera (Cumin) Whole,0.02,0.20,632,126,,,,
10,Spice Tej Patta (Bay Leaf),0.01,0.10,168,17,,,,
11,Patharphool,0.01,0.10,500,50,,,,
12,Seed Methi (Fenugreek),0.01,0.10,140,14,,,,
13,Spice Cardamom Green,0.01,0.10,2188,219,,,,
14,Spice Black Cardamom,0.01,0.10,1325,133,,,,
15,Jaiphal (Nutmeg),0.01,0.10,750,75,,,,
16,Spice Cinnamon Stick (Whole),0.04,0.40,303,121,,,,
17,Spice Black Pepper Whole,0.04,0.40,817,327,,,,
18,Spice Star Anise (Chakri Phool),0.04,0.40,830,332,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.02,10.2,#N/A,8437,,,,
2%,Yield Qty,1.0,10.0,Per Kg,844.0,,,,


White Gravy,,,,,,,,,
